Timestamp,Message Type
2023-11-02T13:25:51.574-04:00,A08 (Update Patient Information)
2023-11-02T06:51:36.93-04:00,A08 (Update Patient Information)
2023-11-01T23:16:36.809-04:00,A01 (Admit)
2023-11-01T18:45:32.645-04:00,A08 (Update Patient Information)
2023-11-01T17:46:44.836-04:00,A08 (Update Patient Information)
2023-11-03T08:46:54.728-04:00,A08 (Update Patient Information)
2023-11-01T08:45:35.907-04:00,A08 (Update Patient Information)
2023-11-02T17:14:55.263-04:00,A08 (Update Patient Information)
2023-11-02T02:03:59.289-04:00,A01 (Admit)
2023-11-04T06:26:22.398-04:00,A08 (Update Patient Information)
2023-11-03T11:59:17.554-04:00,A08 (Update Patient Information)
2023-11-01T15:33:15.022-04:00,A08 (Update Patient Information)
2023-11-05T04:17:19.786-05:00,A11 (Cancel Admit)
2023-11-02T23:51:26.295-04:00,A02 (Transfer a Patient)
2023-11-01T16:07:15.198-04:00,A08 (Update Patient Information)
2023-11-02T11:42:26.2-04:00,A08 (Update Patient Information)
2023-11-03T09:07:21.543-04:00,A08 (Update Patient Information)
2023-11-03T15:51:49.658-04:00,A08 (Update Patient Information)
2023-11-03T15:47:33.794-04:00,A08 (Update Patient Information)
2023-11-03T13:59:13.087-04:00,A08 (Update Patient Information)
2023-11-01T08:51:56.281-04:00,A01 (Admit)
2023-11-03T18:55:28.656-04:00,A08 (Update Patient Information)
2023-11-03T16:42:42.965-04:00,A08 (Update Patient Information)
2023-11-03T16:14:11.82-04:00,A08 (Update Patient Information)
2023-11-02T15:31:28.826-04:00,A08 (Update Patient Information)
2023-11-03T10:31:25.571-04:00,A08 (Update Patient Information)
2023-11-03T08:37:32.692-04:00,A08 (Update Patient Information)
2023-11-01T19:03:35.124-04:00,A02 (Transfer a Patient)
2023-11-01T16:10:30.475-04:00,A01 (Admit)
2023-11-02T10:52:49.439-04:00,A08 (Update Patient Information)
2023-11-01T16:23:35.917-04:00,A08 (Update Patient Information)
2023-11-02T11:54:00.542-04:00,A08 (Update Patient Information)
2023-11-02T08:49:10.792-04:00,A08 (Update Patient Information)
2023-11-03T16:24:26.365-04:00,A08 (Update Patient Information)
2023-11-02T17:13:54.963-04:00,A08 (Update Patient Information)
2023-11-03T11:16:11.393-04:00,A08 (Update Patient Information)
2023-11-03T08:30:53.704-04:00,A08 (Update Patient Information)
2023-11-02T01:49:55.999-04:00,A01 (Admit)
2023-11-01T18:11:53.073-04:00,A08 (Update Patient Information)
2023-11-03T14:52:32.796-04:00,A08 (Update Patient Information)
2023-11-02T11:18:03.456-04:00,A08 (Update Patient Information)
2023-11-02T15:22:54.625-04:00,A08 (Update Patient Information)
2023-11-01T15:06:55.709-04:00,A08 (Update Patient Information)
2023-11-01T14:49:06.98-04:00,A08 (Update Patient Information)
2023-11-01T10:32:58.646-04:00,A08 (Update Patient Information)
2023-11-04T09:36:49.907-04:00,A03 (Discharge)
2023-11-02T12:13:17.972-04:00,A08 (Update Patient Information)
2023-11-01T11:40:21.044-04:00,A08 (Update Patient Information)
2023-11-01T14:04:25.362-04:00,A08 (Update Patient Information)
2023-11-03T10:58:11.647-04:00,A08 (Update Patient Information)
2023-11-02T10:39:19.496-04:00,A08 (Update Patient Information)
2023-11-03T08:27:17.257-04:00,A08 (Update Patient Information)
2023-11-03T16:40:07.445-04:00,A08 (Update Patient Information)
2023-11-05T15:17:29.508-05:00,A08 (Update Patient Information)
2023-11-01T12:30:50.8-04:00,A08 (Update Patient Information)
2023-11-02T18:25:21.927-04:00,A08 (Update Patient Information)
2023-11-01T14:10:58.014-04:00,A08 (Update Patient Information)
2023-11-03T13:16:14.093-04:00,A08 (Update Patient Information)
2023-11-02T13:18:33.042-04:00,A08 (Update Patient Information)
2023-11-01T15:24:31.5-04:00,A08 (Update Patient Information)
2023-11-04T15:09:09.692-04:00,A08 (Update Patient Information)
2023-11-01T17:05:36.096-04:00,A08 (Update Patient Information)
2023-11-03T08:24:06.645-04:00,A08 (Update Patient Information)
2023-11-03T11:29:51.917-04:00,A08 (Update Patient Information)
2023-11-03T15:43:42.418-04:00,A08 (Update Patient Information)
2023-11-01T12:35:03.679-04:00,A08 (Update Patient Information)
2023-11-03T15:19:46.694-04:00,A11 (Cancel Admit)
2023-11-03T13:49:31.846-04:00,A08 (Update Patient Information)
2023-11-02T17:22:09.336-04:00,A08 (Update Patient Information)
2023-11-01T11:40:46.587-04:00,A08 (Update Patient Information)
2023-11-02T15:49:13.852-04:00,A08 (Update Patient Information)
2023-11-03T05:31:24.059-04:00,A05 (Pre-admit)
2023-11-01T11:43:31.59-04:00,A08 (Update Patient Information)
2023-11-01T10:35:55.955-04:00,A08 (Update Patient Information)
2023-11-01T16:46:18.44-04:00,A08 (Update Patient Information)
2023-11-03T12:37:25.971-04:00,A08 (Update Patient Information)
2023-11-02T10:02:14.843-04:00,A08 (Update Patient Information)
2023-11-02T15:23:20.425-04:00,A08 (Update Patient Information)
2023-11-02T13:40:59.506-04:00,A08 (Update Patient Information)
2023-11-01T21:36:17.24-04:00,A01 (Admit)
2023-11-03T15:24:09.133-04:00,A08 (Update Patient Information)
2023-11-03T11:47:30.488-04:00,A08 (Update Patient Information)
2023-11-02T09:48:41.068-04:00,A04 (Register a Patient)
2023-11-01T10:41:28.515-04:00,A08 (Update Patient Information)
2023-11-02T17:22:49.62-04:00,A08 (Update Patient Information)
2023-11-03T14:43:46.382-04:00,A08 (Update Patient Information)
2023-11-02T17:16:10.62-04:00,A08 (Update Patient Information)
2023-11-01T09:41:44.286-04:00,A08 (Update Patient Information)
2023-11-02T11:53:58.561-04:00,A08 (Update Patient Information)
2023-11-01T13:33:19.908-04:00,A08 (Update Patient Information)
2023-11-03T15:08:08.237-04:00,A08 (Update Patient Information)
2023-11-01T10:03:10.832-04:00,A08 (Update Patient Information)
2023-11-02T16:18:22.772-04:00,A01 (Admit)
2023-11-01T16:44:26.087-04:00,A08 (Update Patient Information)
2023-11-02T09:27:39.51-04:00,A08 (Update Patient Information)
2023-11-02T17:27:04.41-04:00,A08 (Update Patient Information)
2023-11-01T12:56:46.529-04:00,A08 (Update Patient Information)
2023-11-02T14:39:13.933-04:00,A08 (Update Patient Information)
2023-11-02T11:52:46.724-04:00,A08 (Update Patient Information)
2023-11-02T11:57:44.897-04:00,A08 (Update Patient Information)
2023-11-02T11:22:39.274-04:00,A08 (Update Patient Information)
2023-11-02T17:16:47.138-04:00,A08 (Update Patient Information)
2023-11-02T10:58:39.508-04:00,A08 (Update Patient Information)
2023-11-02T09:32:02.395-04:00,A08 (Update Patient Information)
2023-11-01T16:32:51.818-04:00,A08 (Update Patient Information)
2023-11-01T15:06:58.926-04:00,A08 (Update Patient Information)
2023-11-02T13:57:27.057-04:00,A08 (Update Patient Information)
2023-11-03T09:42:53.897-04:00,A08 (Update Patient Information)
2023-11-01T18:40:42.387-04:00,A01 (Admit)
2023-12-13T14:45:48.452-05:00,A03 (Discharge)
2023-12-17T10:09:07.247-05:00,A02 (Transfer a Patient)
2023-12-15T12:15:29.357-05:00,A08 (Update Patient Information)
2023-12-18T10:21:15.958-05:00,A11 (Cancel Admit)
2023-12-15T12:36:22.019-05:00,A08 (Update Patient Information)
2023-12-19T11:21:25.337-05:00,A04 (Register a Patient)
2023-11-01T13:10:29.074-04:00,A01 (Admit)
2023-11-02T09:28:33.69-04:00,A08 (Update Patient Information)
2023-11-01T12:04:56.085-04:00,A08 (Update Patient Information)
2023-11-05T15:35:32.489-05:00,A08 (Update Patient Information)
2023-11-02T18:36:07.721-04:00,A08 (Update Patient Information)
2023-11-02T14:07:31.492-04:00,A08 (Update Patient Information)
2023-11-03T14:46:57.153-04:00,A08 (Update Patient Information)
2023-11-01T16:35:28.564-04:00,A02 (Transfer a Patient)
2023-11-03T14:46:09.393-04:00,A08 (Update Patient Information)
2023-11-01T08:38:21.065-04:00,A08 (Update Patient Information)
2023-11-01T12:54:22.064-04:00,A08 (Update Patient Information)
2023-11-02T16:34:01.805-04:00,A08 (Update Patient Information)
2023-11-02T12:47:43.79-04:00,A08 (Update Patient Information)
2023-11-03T19:14:58.975-04:00,A08 (Update Patient Information)
2023-11-01T10:21:04.471-04:00,A08 (Update Patient Information)
2023-11-01T12:04:50.148-04:00,A08 (Update Patient Information)
2023-11-02T16:02:08.654-04:00,A08 (Update Patient Information)
2023-11-02T11:57:24.299-04:00,A08 (Update Patient Information)
2023-11-01T10:10:23.384-04:00,A08 (Update Patient Information)
2023-11-01T23:10:58.079-04:00,A01 (Admit)
2023-11-01T15:55:43.691-04:00,A08 (Update Patient Information)
2023-11-03T13:52:22.752-04:00,A08 (Update Patient Information)
2023-11-01T12:16:52.012-04:00,A08 (Update Patient Information)
2023-11-02T16:36:22.408-04:00,A08 (Update Patient Information)
2023-11-01T12:19:43.202-04:00,A08 (Update Patient Information)
2023-11-03T10:15:35.166-04:00,A08 (Update Patient Information)
2023-11-03T09:17:13.137-04:00,A08 (Update Patient Information)
2023-11-03T09:22:55.753-04:00,A08 (Update Patient Information)
2023-11-05T04:13:54.436-05:00,A11 (Cancel Admit)
2023-11-03T11:02:37.511-04:00,A08 (Update Patient Information)
2023-11-03T12:20:03.548-04:00,A08 (Update Patient Information)
2023-11-02T16:23:01.684-04:00,A08 (Update Patient Information)
2023-11-01T17:06:07.939-04:00,A08 (Update Patient Information)
2023-11-02T12:01:18.317-04:00,A08 (Update Patient Information)
2023-11-03T13:58:35.671-04:00,A08 (Update Patient Information)
2023-11-03T11:17:00.593-04:00,A08 (Update Patient Information)
2023-11-01T08:30:30.901-04:00,A08 (Update Patient Information)
2023-11-02T17:15:13.268-04:00,A08 (Update Patient Information)
2023-11-02T15:31:56.83-04:00,A08 (Update Patient Information)
2023-11-03T12:05:39.074-04:00,A08 (Update Patient Information)
2023-11-02T14:12:02.831-04:00,A08 (Update Patient Information)
2023-11-03T05:28:08.492-04:00,A08 (Update Patient Information)
2023-11-02T13:42:17.744-04:00,A08 (Update Patient Information)
2023-11-03T08:21:19.001-04:00,A08 (Update Patient Information)
2023-11-01T13:03:41.111-04:00,A08 (Update Patient Information)
2023-11-01T13:19:38.714-04:00,A08 (Update Patient Information)
2023-11-02T15:18:12.666-04:00,A08 (Update Patient Information)
2023-11-03T10:01:23.909-04:00,A08 (Update Patient Information)
2023-11-02T12:32:30.193-04:00,A08 (Update Patient Information)
2023-11-02T15:40:40.166-04:00,A08 (Update Patient Information)
2023-11-03T11:01:07.096-04:00,A08 (Update Patient Information)
2023-11-02T14:09:17.149-04:00,A08 (Update Patient Information)
2023-11-03T07:08:34.967-04:00,A08 (Update Patient Information)
2023-11-03T12:24:19.397-04:00,A08 (Update Patient Information)
2023-11-02T11:32:58.86-04:00,A08 (Update Patient Information)
2023-11-01T15:23:16.812-04:00,A08 (Update Patient Information)
2023-11-01T13:09:16.46-04:00,A08 (Update Patient Information)
2023-11-03T16:08:46.523-04:00,A08 (Update Patient Information)
2023-11-05T04:17:10.212-05:00,A11 (Cancel Admit)
2023-11-03T14:11:51.664-04:00,A08 (Update Patient Information)
2023-11-01T11:55:06.124-04:00,A08 (Update Patient Information)
2023-11-01T16:02:48.364-04:00,A08 (Update Patient Information)
2023-11-02T10:39:45.04-04:00,A08 (Update Patient Information)
2023-11-04T18:58:30.955-04:00,A03 (Discharge)
2023-11-03T15:15:38.423-04:00,A08 (Update Patient Information)
2023-11-01T17:03:21.626-04:00,A08 (Update Patient Information)
2023-11-02T03:02:55.818-04:00,A02 (Transfer a Patient)
2023-11-02T09:15:13.128-04:00,A04 (Register a Patient)
2023-11-01T12:30:16.026-04:00,A08 (Update Patient Information)
2023-11-03T07:28:37.864-04:00,A08 (Update Patient Information)
2023-11-02T12:15:05.127-04:00,A08 (Update Patient Information)
2023-11-02T13:52:19.416-04:00,A08 (Update Patient Information)
2023-11-02T10:44:09.291-04:00,A08 (Update Patient Information)
2023-11-01T12:05:31.999-04:00,A08 (Update Patient Information)
2023-11-02T07:49:53.618-04:00,A04 (Register a Patient)
2023-11-01T10:45:59.85-04:00,A08 (Update Patient Information)
2023-11-03T19:27:02.788-04:00,A08 (Update Patient Information)
2023-11-03T17:02:07.365-04:00,A08 (Update Patient Information)
2023-11-01T12:48:50.275-04:00,A08 (Update Patient Information)
2023-11-02T13:11:03.219-04:00,A08 (Update Patient Information)
2023-11-01T14:43:38.028-04:00,A08 (Update Patient Information)
2023-11-02T11:33:52.739-04:00,A08 (Update Patient Information)
2023-11-01T09:07:53.332-04:00,A08 (Update Patient Information)
2023-11-03T12:12:50.666-04:00,A08 (Update Patient Information)
2023-11-03T17:07:03.043-04:00,A08 (Update Patient Information)
2023-11-02T06:52:20.531-04:00,A01 (Admit)
2023-11-01T14:09:44.315-04:00,A08 (Update Patient Information)
2023-11-02T10:29:52.856-04:00,A13 (Cancel Discharge)
2023-11-02T10:50:04.503-04:00,A08 (Update Patient Information)
2023-11-01T12:00:50.48-04:00,A08 (Update Patient Information)
2023-11-01T11:54:00.099-04:00,A04 (Register a Patient)
2023-11-01T12:13:46.511-04:00,A08 (Update Patient Information)
2023-11-01T09:01:39.157-04:00,A08 (Update Patient Information)
2023-11-03T15:12:22.019-04:00,A08 (Update Patient Information)
2023-11-01T15:24:16.227-04:00,A08 (Update Patient Information)
2023-11-02T14:11:02.273-04:00,A08 (Update Patient Information)
2023-11-01T09:40:37.604-04:00,A08 (Update Patient Information)
2023-11-01T16:11:27.331-04:00,A08 (Update Patient Information)
2023-11-01T14:58:32.417-04:00,A08 (Update Patient Information)
2023-11-02T17:17:35.725-04:00,A08 (Update Patient Information)
2023-11-01T10:28:45.665-04:00,A08 (Update Patient Information)
2023-11-05T00:15:36.668-04:00,A01 (Admit)
2023-11-01T16:50:15.223-04:00,A08 (Update Patient Information)
2023-11-02T13:39:28.525-04:00,A08 (Update Patient Information)
2023-11-03T16:33:06.12-04:00,A08 (Update Patient Information)
2023-11-03T10:48:12.74-04:00,A08 (Update Patient Information)
2023-11-02T11:58:40.906-04:00,A08 (Update Patient Information)
2023-11-01T23:30:22.399-04:00,A02 (Transfer a Patient)
2023-11-03T14:32:18.138-04:00,A08 (Update Patient Information)
2023-11-01T13:34:46.622-04:00,A08 (Update Patient Information)
2023-11-02T13:09:43.071-04:00,A08 (Update Patient Information)
2023-11-02T14:15:30.238-04:00,A08 (Update Patient Information)
2023-11-02T14:16:12.494-04:00,A08 (Update Patient Information)
2023-11-03T16:06:34.274-04:00,A08 (Update Patient Information)
2023-11-02T16:45:06.131-04:00,A08 (Update Patient Information)
2023-11-03T13:54:01.316-04:00,A08 (Update Patient Information)
2023-11-02T11:55:57.322-04:00,A08 (Update Patient Information)
2023-11-02T16:28:17.736-04:00,A08 (Update Patient Information)
2023-11-01T08:58:00.906-04:00,A08 (Update Patient Information)
2023-11-01T14:10:58.426-04:00,A08 (Update Patient Information)
2023-11-03T08:25:15.407-04:00,A08 (Update Patient Information)
2023-11-02T15:29:45.759-04:00,A08 (Update Patient Information)
2023-11-01T09:32:50.951-04:00,A08 (Update Patient Information)
2023-11-03T14:25:01.221-04:00,A08 (Update Patient Information)
2023-11-01T13:43:25.66-04:00,A08 (Update Patient Information)
2023-11-02T16:16:17.318-04:00,A08 (Update Patient Information)
2023-11-02T13:49:12.586-04:00,A08 (Update Patient Information)
2023-11-01T19:23:14.956-04:00,A01 (Admit)
2023-11-01T13:48:38.657-04:00,A08 (Update Patient Information)
2023-11-01T15:23:12.105-04:00,A08 (Update Patient Information)
2023-11-05T04:15:44.999-05:00,A11 (Cancel Admit)
2023-11-02T11:33:50.711-04:00,A08 (Update Patient Information)
2023-11-01T08:06:30.67-04:00,A08 (Update Patient Information)
2023-11-01T16:34:58.961-04:00,A08 (Update Patient Information)
2023-11-01T16:29:49.456-04:00,A08 (Update Patient Information)
2023-11-02T12:29:51.123-04:00,A08 (Update Patient Information)
2023-11-01T13:22:58.511-04:00,A01 (Admit)
2023-11-01T12:39:13.942-04:00,A08 (Update Patient Information)
2023-11-01T14:19:42.584-04:00,A08 (Update Patient Information)
2023-11-01T11:27:28.748-04:00,A08 (Update Patient Information)
2023-11-05T10:57:42.035-05:00,A08 (Update Patient Information)
2023-11-05T04:16:54.409-05:00,A11 (Cancel Admit)
2023-11-03T12:19:04.934-04:00,A08 (Update Patient Information)
2023-11-03T08:24:29.38-04:00,A08 (Update Patient Information)
2023-11-03T11:15:49.369-04:00,A08 (Update Patient Information)
2023-11-02T16:23:25.441-04:00,A08 (Update Patient Information)
2023-11-02T13:48:31.769-04:00,A08 (Update Patient Information)
2023-11-01T14:57:28.945-04:00,A08 (Update Patient Information)
2023-11-02T19:00:42.252-04:00,A08 (Update Patient Information)
2023-11-02T17:22:28.866-04:00,A08 (Update Patient Information)
2023-11-02T10:04:10.676-04:00,A08 (Update Patient Information)
2023-11-01T19:08:00.55-04:00,A08 (Update Patient Information)
2023-11-02T08:48:10.757-04:00,A08 (Update Patient Information)
2023-11-02T14:35:19.483-04:00,A08 (Update Patient Information)
2023-11-02T13:16:51.397-04:00,A08 (Update Patient Information)
2023-11-02T14:15:23.045-04:00,A08 (Update Patient Information)
2023-11-02T10:01:37.035-04:00,A08 (Update Patient Information)
2023-11-01T17:42:31.913-04:00,A08 (Update Patient Information)
2023-11-01T12:24:52.268-04:00,A08 (Update Patient Information)
2023-11-01T14:59:46.928-04:00,A08 (Update Patient Information)
2023-11-01T08:17:11.296-04:00,A08 (Update Patient Information)
2023-11-03T07:46:33.06-04:00,A08 (Update Patient Information)
2023-11-01T15:06:43.828-04:00,A08 (Update Patient Information)
2023-11-02T11:36:05.772-04:00,A08 (Update Patient Information)
2023-11-02T13:56:16.59-04:00,A08 (Update Patient Information)
2023-11-03T11:34:31.498-04:00,A08 (Update Patient Information)
2023-11-01T13:03:49.828-04:00,A08 (Update Patient Information)
2023-11-01T17:52:15.283-04:00,A08 (Update Patient Information)
2023-11-01T09:37:22.821-04:00,A08 (Update Patient Information)
2023-11-03T10:52:47.991-04:00,A08 (Update Patient Information)
2023-11-01T09:03:39.563-04:00,A08 (Update Patient Information)
2023-11-02T11:23:36.719-04:00,A08 (Update Patient Information)
2023-11-03T18:56:01.766-04:00,A08 (Update Patient Information)
2023-11-05T15:37:29.904-05:00,A08 (Update Patient Information)
2023-11-02T10:09:22.695-04:00,A08 (Update Patient Information)
2023-11-03T04:35:41.278-04:00,A08 (Update Patient Information)
2023-11-03T15:51:51.941-04:00,A08 (Update Patient Information)
2023-11-01T13:36:17.943-04:00,A08 (Update Patient Information)
2023-11-03T09:11:32.227-04:00,A11 (Cancel Admit)
2023-11-02T16:13:09.964-04:00,A08 (Update Patient Information)
2023-11-02T14:58:12.356-04:00,A02 (Transfer a Patient)
2023-11-01T13:12:15.641-04:00,A08 (Update Patient Information)
2023-11-02T11:38:04.726-04:00,A08 (Update Patient Information)
2023-11-02T11:40:38.879-04:00,A08 (Update Patient Information)
2023-11-01T16:08:40.057-04:00,A01 (Admit)
2023-11-03T16:20:53.808-04:00,A01 (Admit)
2023-11-02T11:36:00.55-04:00,A08 (Update Patient Information)
2023-11-02T12:30:23.815-04:00,A08 (Update Patient Information)
2023-11-03T12:41:46.245-04:00,A08 (Update Patient Information)
2023-11-01T12:06:07.866-04:00,A08 (Update Patient Information)
2023-11-03T12:20:18.959-04:00,A08 (Update Patient Information)
2023-11-02T11:54:18.921-04:00,A08 (Update Patient Information)
2023-11-03T14:49:42.566-04:00,A08 (Update Patient Information)
2023-11-01T10:46:32.012-04:00,A08 (Update Patient Information)
2023-11-03T14:26:10.485-04:00,A08 (Update Patient Information)
2023-11-01T11:11:38.484-04:00,A08 (Update Patient Information)
2023-11-03T17:31:57.258-04:00,A08 (Update Patient Information)
2023-11-02T17:13:09.11-04:00,A08 (Update Patient Information)
2023-11-02T14:34:58.698-04:00,A08 (Update Patient Information)
2023-11-03T13:56:30.977-04:00,A08 (Update Patient Information)
2023-11-03T12:03:35.204-04:00,A08 (Update Patient Information)
2023-12-15T19:04:00.286-05:00,A08 (Update Patient Information)
2023-11-02T11:26:01.601-04:00,A08 (Update Patient Information)
2023-10-30T12:20:14.24-04:00,A08 (Update Patient Information)
2023-11-03T08:29:52.145-04:00,A08 (Update Patient Information)
2023-11-02T15:31:25.115-04:00,A08 (Update Patient Information)
2023-11-01T15:59:41.73-04:00,A08 (Update Patient Information)
2023-11-01T15:07:55.355-04:00,A08 (Update Patient Information)
2023-11-01T13:24:32.52-04:00,A08 (Update Patient Information)
2023-11-01T07:21:57.936-04:00,A08 (Update Patient Information)
2023-11-02T00:36:54.353-04:00,A01 (Admit)
2023-11-01T14:00:34.775-04:00,A08 (Update Patient Information)
2023-11-01T14:14:07.498-04:00,A08 (Update Patient Information)
2023-11-03T11:06:20.375-04:00,A08 (Update Patient Information)
2023-11-02T13:40:57.39-04:00,A08 (Update Patient Information)
2023-11-01T18:50:23.241-04:00,A08 (Update Patient Information)
2023-11-01T14:33:08.197-04:00,A08 (Update Patient Information)
2023-11-02T15:45:27.479-04:00,A11 (Cancel Admit)
2023-11-15T09:40:17.098-05:00,A08 (Update Patient Information)
2023-11-08T14:00:40.862-05:00,A08 (Update Patient Information)
2023-11-08T13:12:04.677-05:00,A11 (Cancel Admit)
2023-11-14T09:56:12.698-05:00,A08 (Update Patient Information)
2023-11-14T13:30:58.125-05:00,A08 (Update Patient Information)
2023-11-15T13:31:04.877-05:00,A08 (Update Patient Information)
2023-11-07T14:04:52.385-05:00,A08 (Update Patient Information)
2023-11-15T09:47:16.855-05:00,A08 (Update Patient Information)
2023-11-15T09:59:26.133-05:00,A08 (Update Patient Information)
2023-11-14T12:13:39.312-05:00,A08 (Update Patient Information)
2023-11-14T13:21:37.795-05:00,A02 (Transfer a Patient)
2023-11-15T09:04:30.844-05:00,A08 (Update Patient Information)
2023-11-08T11:32:34.174-05:00,A08 (Update Patient Information)
2023-11-10T16:24:15.783-05:00,A08 (Update Patient Information)
2023-11-14T14:45:54.894-05:00,A08 (Update Patient Information)
2023-11-06T09:58:57.348-05:00,A08 (Update Patient Information)
2023-11-06T08:55:18.761-05:00,A08 (Update Patient Information)
2023-11-13T08:04:51.937-05:00,A08 (Update Patient Information)
2023-11-14T11:57:44.471-05:00,A01 (Admit)
2023-11-06T17:36:54.601-05:00,A08 (Update Patient Information)
2023-11-06T07:41:31.216-05:00,A08 (Update Patient Information)
2023-11-10T16:26:36.332-05:00,A08 (Update Patient Information)
2023-11-06T12:52:55.616-05:00,A08 (Update Patient Information)
2023-11-06T13:52:18.164-05:00,A08 (Update Patient Information)
2023-11-15T09:48:58.051-05:00,A08 (Update Patient Information)
2023-11-06T14:33:14.046-05:00,A08 (Update Patient Information)
2023-11-07T16:17:50.36-05:00,A08 (Update Patient Information)
2023-11-13T09:41:11.063-05:00,A08 (Update Patient Information)
2023-11-14T12:52:37.706-05:00,A08 (Update Patient Information)
2023-11-06T13:20:24.439-05:00,A08 (Update Patient Information)
2023-11-08T07:20:15.453-05:00,A08 (Update Patient Information)
2023-11-14T10:07:15.665-05:00,A08 (Update Patient Information)
2023-11-13T14:10:28.735-05:00,A08 (Update Patient Information)
2023-11-14T08:56:47.305-05:00,A08 (Update Patient Information)
2023-11-14T13:54:11.747-05:00,A08 (Update Patient Information)
2023-11-14T17:29:43.875-05:00,A08 (Update Patient Information)
2023-11-12T21:58:09.567-05:00,A11 (Cancel Admit)
2023-11-09T09:56:13.583-05:00,A08 (Update Patient Information)
2023-11-12T16:38:28.129-05:00,A05 (Pre-admit)
2023-11-09T17:46:47.087-05:00,A05 (Pre-admit)
2023-11-06T09:08:31.885-05:00,A08 (Update Patient Information)
2023-11-07T18:07:43.683-05:00,A08 (Update Patient Information)
2023-11-14T13:49:20.57-05:00,A08 (Update Patient Information)
2023-11-13T21:32:23.644-05:00,A08 (Update Patient Information)
2023-11-08T14:42:37.577-05:00,A08 (Update Patient Information)
2023-11-15T00:56:55.102-05:00,A08 (Update Patient Information)
2023-11-06T16:34:40.723-05:00,A08 (Update Patient Information)
2023-11-07T09:46:32.183-05:00,A08 (Update Patient Information)
2023-11-10T13:05:03.7-05:00,A08 (Update Patient Information)
2023-11-09T17:24:08.532-05:00,A08 (Update Patient Information)
2023-11-14T21:49:55.519-05:00,A01 (Admit)
2023-11-14T19:41:09.129-05:00,A08 (Update Patient Information)
2023-11-06T15:54:54.271-05:00,A08 (Update Patient Information)
2023-11-13T13:04:17.741-05:00,A08 (Update Patient Information)
2023-11-14T16:57:02.354-05:00,A03 (Discharge)
2023-11-06T10:04:28.88-05:00,A08 (Update Patient Information)
2023-11-07T11:15:55.068-05:00,A08 (Update Patient Information)
2023-11-07T10:25:02.022-05:00,A08 (Update Patient Information)
2023-11-14T02:42:55.903-05:00,A08 (Update Patient Information)
2023-11-08T10:58:30.884-05:00,A08 (Update Patient Information)
2023-11-14T10:24:18.604-05:00,A08 (Update Patient Information)
2023-11-08T09:50:32.288-05:00,A08 (Update Patient Information)
2023-11-08T12:30:48.547-05:00,A08 (Update Patient Information)
2023-11-14T16:45:56.205-05:00,A08 (Update Patient Information)
2023-11-06T07:47:33.6-05:00,A08 (Update Patient Information)
2023-11-07T17:35:22.707-05:00,A08 (Update Patient Information)
2023-11-13T13:37:08.12-05:00,A08 (Update Patient Information)
2023-11-13T12:47:43.311-05:00,A08 (Update Patient Information)
2023-11-07T13:12:53.332-05:00,A08 (Update Patient Information)
2023-11-14T09:45:40.196-05:00,A08 (Update Patient Information)
2023-11-13T15:02:25.078-05:00,A08 (Update Patient Information)
2023-11-13T09:22:28.956-05:00,A08 (Update Patient Information)
2023-11-08T14:57:24.412-05:00,A08 (Update Patient Information)
2023-11-15T09:43:22.849-05:00,A08 (Update Patient Information)
2023-11-07T09:27:57.151-05:00,A08 (Update Patient Information)
2023-11-14T17:44:13.443-05:00,A08 (Update Patient Information)
2023-11-14T07:30:00.188-05:00,A08 (Update Patient Information)
2023-11-15T09:35:09.19-05:00,A08 (Update Patient Information)
2023-11-06T16:51:14.707-05:00,A08 (Update Patient Information)
2023-11-07T16:16:06.91-05:00,A08 (Update Patient Information)
2023-11-15T09:57:04.916-05:00,A08 (Update Patient Information)
2023-11-07T10:03:53.116-05:00,A08 (Update Patient Information)
2023-11-14T16:56:42.383-05:00,A03 (Discharge)
2023-11-13T13:56:50.904-05:00,A01 (Admit)
2023-11-07T15:00:40.205-05:00,A08 (Update Patient Information)
2023-11-07T21:31:45.115-05:00,A05 (Pre-admit)
2023-11-08T10:34:22.993-05:00,A08 (Update Patient Information)
2023-11-06T10:14:32.045-05:00,A08 (Update Patient Information)
2023-11-07T09:27:43.323-05:00,A03 (Discharge)
2023-11-15T09:08:21.521-05:00,A08 (Update Patient Information)
2023-11-13T15:01:49.624-05:00,A08 (Update Patient Information)
2023-11-06T12:39:24.611-05:00,A08 (Update Patient Information)
2023-11-13T12:10:18.311-05:00,A08 (Update Patient Information)
2023-11-10T15:49:35.485-05:00,A08 (Update Patient Information)
2023-11-09T16:30:48.669-05:00,A08 (Update Patient Information)
2023-11-14T11:55:22.416-05:00,A08 (Update Patient Information)
2023-11-08T15:24:07.812-05:00,A08 (Update Patient Information)
2023-11-15T13:05:17.006-05:00,A08 (Update Patient Information)
2023-11-15T10:28:23.434-05:00,A08 (Update Patient Information)
2023-11-09T13:02:42.52-05:00,A08 (Update Patient Information)
2023-11-09T14:40:42.1-05:00,A08 (Update Patient Information)
2023-11-13T10:03:52.112-05:00,A08 (Update Patient Information)
2023-11-06T15:00:41.212-05:00,A08 (Update Patient Information)
2023-11-09T22:04:39.57-05:00,A17 (Bed Swap)
2023-11-06T16:40:48.236-05:00,A08 (Update Patient Information)
2023-11-09T21:57:50.292-05:00,A05 (Pre-admit)
2023-11-15T08:33:21.07-05:00,A08 (Update Patient Information)
